id,name,cuis
OMIM:616201,CHRONIC ATRIAL AND INTESTINAL DYSRHYTHMIA; CAID,['C4015474']
DOID:13002,subclavian steal syndrome,['C0038531']
DOID:0110447,dilated cardiomyopathy 1DD,['C0007193']
DOID:0050134,cutaneous mycosis,['C0011630']
DOID:0050013,carbohydrate metabolism disease,"['C0007004', 'C0025517', 'C0302820', 'C0012634']"
HP:0003168,Dibasicaminoaciduria,['C4025643']
HP:0002438,Cerebellar malformation,['C4025708']
DOID:9919,malignant neoplasm of thoracic esophagus,"['C0006826', 'C0227188']"
OMIM:268500,ROWLEY-ROSENBERG SYNDROME,['C0268426']
HP:0011112,Abnormality of serum cytokine level,['C4023535']
DOID:3838,skin lymphoproliferative disease,"['C1333177', 'C0037274']"
HP:0001437,Abnormality of the musculature of the lower limbs,['C4025784']
OMIM:236100,HOLOPROSENCEPHALY 1; HPE1,['C0266667']
HP:0011050,Agenesis of permanent maxillary lateral incisor,"['C4280352', 'C4023567']"
DOID:7214,noninvasive malignant thymoma,['C0278847']
HP:0025372,Loud snoring,['C2219850']
OMIM:276820,"ULNA AND FIBULA, ABSENCE OF, WITH SEVERE LIMB DEFICIENCY",['C1848651']
HP:0012820,Bilateral vocal cord paralysis,['C2146481']
HP:0012771,Increased arm span,['C4022729']
OMIM:300578,CHROMOSOME Xp11.3 DELETION SYNDROME,['C1845136']
HP:0002763,Abnormal cartilage morphology,['C4025680']
OMIM:614224,RETINAL ARTERIAL MACROANEURYSM WITH SUPRAVALVULAR PULMONIC STENOSIS; RAMSVPS,['C3280205']
DOID:7013,ovarian mucinous cystadenofibroma,['C1518725']
HP:0012453,Bilateral wrist flexion contracture,"['C4020723', 'C4022899']"
DOID:1218,echinostomiasis,['C0013514']
HP:0012476,Specific pneumococcal antibody deficiency,['C4022890']
HP:0001093,Optic nerve dysplasia,['C2676026']
DOID:5195,peripheral nervous system ganglioneuroblastoma,['C1335387']
DOID:13656,gastrin secretion abnormality,['C0000774']
HP:0012202,Increased serum bile acid concentration,['C4023004']
OMIM:130300,ELECTROENCEPHALOGRAPHIC PECULIARITY: FRONTO-PRECENTRAL BETA WAVE GROUPS,['C1851756']
OMIM:301050,"ALPORT SYNDROME, X-LINKED; ATS",['C1567742']
HP:0030814,Orange discoloured tonsils,['C4280753']
DOID:6080,spinal cord secondary cancer,"['C0205436', 'C1658125', 'C0037925', 'C0027627']"
HP:0025264,Stiff ankle,['C0427032']
HP:0001959,Polydipsia,['C0085602']
DOID:11353,bladder diverticulum,['C0156273']
DOID:9987,orbit sarcoma,['C1335131']
HP:0012244,Abnormal sex determination,['C4022996']
DOID:11033,idiopathic corneal edema,['C0155109']
DOID:0060085,organ system benign neoplasm,"['C0460002', 'C0086692']"
DOID:10537,recurrent malignant gastric neoplasm,['C1335708']
DOID:10883,herpangina,['C0019338']
DOID:7676,testicular thecoma,['C1515299']
OMIM:106700,TOTAL ANOMALOUS PULMONARY VENOUS RETURN 1; TAPVR1,['C0036400']
OMIM:300802,"MENTAL RETARDATION, X-LINKED 96; MRX96",['C3275408']
DOID:11000,progressive iris atrophy,['C0271111']
DOID:0110530,autosomal recessive nonsyndromic deafness 84B,"['C2677304', 'C1415078', 'C0596142', 'C0011053']"
HP:0002132,Porencephalic cyst,['C4082173']
DOID:8867,molluscum contagiosum,['C0026393']
HP:0040089,Abnormality of natural killer cell number,['C4021036']
OMIM:601544,"DEAFNESS, AUTOSOMAL DOMINANT 3A; DFNA3A",['C2675750']
HP:0004347,Weakness of muscles of respiration,['C4025347']
DOID:5325,Roberts syndrome,['C0392475']
HP:0040212,Risus sardonicus,['C0343494']
OMIM:137130,GASTRIC SNEEZING,['C1850930']
DOID:10223,dermatomyositis,['C0011633']
HP:0003204,Intracellular accumulation of autofluorescent lipopigment storage material,['C4025642']
OMIM:606445,PERSISTENT POLYCLONAL B-CELL LYMPHOCYTOSIS; PPBL,['C1847973']
OMIM:614261,MICROCEPHALY-CAPILLARY MALFORMATION SYNDROME; MICCAP,['C3280296']
DOID:700,mitochondrial metabolism disease,['C0751651']
DOID:0050848,obstructive sleep apnea,"['C0338495', 'C0037315', 'C0020529']"
DOID:3878,intestinal pseudo-obstruction,['C0021847']
HP:0010231,Enlarged epiphyses of the phalanges of the hand,['C1865036']
DOID:0070132,autosomal recessive cutis laxa type IIIA,"['C0268351', 'C0268351', 'C1547052']"
OMIM:616901,"DEVELOPMENTAL DELAY WITH SHORT STATURE, DYSMORPHIC FEATURES, AND SPARSE HAIR; DEDSSH",['C4310801']
DOID:1287,cardiovascular system disease,['C0007222']
DOID:1665,central nervous system embryonal cancer,"['C0013935', 'C0348374']"
DOID:888,fasciolopsiasis,['C0015656']
DOID:12282,femoral vein thrombophlebitis,['C0265066']
HP:0031434,Abnormal speech prosody,"['C0205161', 'C0037817', 'C0233743']"
OMIM:156900,"MICROPHTHALMIA, ISOLATED, WITH CORECTOPIA; MCOPCR",['C1834918']
OMIM:614731,"PROSTATE CANCER, HEREDITARY, 2; HPC2",['C3539120']
DOID:13446,basilar artery occlusion,['C0265098']
OMIM:131750,"EPIDERMOLYSIS BULLOSA DYSTROPHICA, AUTOSOMAL DOMINANT; DDEB",['C0432322']
OMIM:608898,"HEMOPHAGOCYTIC LYMPHOHISTIOCYTOSIS, FAMILIAL, 3; FHL3",['C1837174']
HP:0030261,Absent penis,['C0555231']
OMIM:114065,"CALCIFIC AORTIC DISEASE WITH IMMUNOLOGIC ABNORMALITIES, FAMILIAL",['C1861974']
HP:0001681,Angina pectoris,['C0002962']
DOID:3329,benign epilepsy with centrotemporal spikes,['C0376532']
OMIM:606612,"MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH OR WITHOUT MENTAL RETARDATION), TYPE B, 5; MDDGB5",['C1847759']
OMIM:600736,VELOFACIOSKELETAL SYNDROME,['C1833380']
HP:0025483,Abnormal circulating thyroglobulin level,['C4476804']
HP:0010660,Abnormal hand bone ossification,['C4021244']
HP:0011200,EEG with generalized polymorphic epileptiform discharges,['C4023474']
HP:0012018,EEG with temporal focal spikes,['C4023073']
HP:0010843,EEG with focal slow activity,['C4021218']
OMIM:617698,"3-METHYLGLUTACONIC ACIDURIA, TYPE IX; MGCA9","['C0342727', 'C0342727', 'C1547052']"
OMIM:176620,"PRIAPISM, FAMILIAL IDIOPATHIC",['C1867771']
OMIM:153700,"MACULAR DYSTROPHY, VITELLIFORM, 2; VMD2",['C0339510']
HP:0003713,Muscle fiber necrosis,['C1850848']
HP:0007230,Decreased distal sensory nerve action potential,['C4024920']
HP:0030817,Beaked nails,['C4280752']
OMIM:259700,"OSTEOPETROSIS, AUTOSOMAL RECESSIVE 1; OPTB1",['C1850127']
DOID:3481,septicemic plague,['C0152936']
HP:0012520,Perivascular spaces,"['C4020719', 'C1853618']"
DOID:9402,epididymitis,['C0014534']
OMIM:209700,ATROPHODERMA VERMICULATA; AVA,['C0263429']
DOID:2412,skin tumor of neural origin,"['C0037286', 'C3714606', 'C0439659', 'C0599851']"
DOID:11987,anorectal gonorrhea,"['C3870603', 'C0018081']"
OMIM:144750,"ENDOSTEAL HYPEROSTOSIS, AUTOSOMAL DOMINANT",['C0432273']
DOID:14183,alcoholic neuropathy,['C0085677']
DOID:4465,papillary renal cell carcinoma,"['C1306837', 'C1336078']"
DOID:1173,polycystic liver disease,['C0158683']
HP:0009575,Triangular shaped middle phalanx of the 2nd finger,['C4024283']
OMIM:225790,PROLIFERATIVE VASCULOPATHY AND HYDRANENCEPHALY-HYDROCEPHALY SYNDROME; PVHH,"['C1856972', 'C1487296', 'C2325498']"
HP:0011343,Moderate global developmental delay,['C2237142']
OMIM:600263,"HELICOBACTER PYLORI INFECTION, SUSCEPTIBILITY TO",['C1838332']
HP:0200030,Punctate vasculitis skin lesions,['C3277693']
DOID:0060263,porencephaly,"['C1867983', 'C0302892', 'C3698507']"
HP:0007489,Diffuse telangiectasia,['C1265776']
DOID:420,hypertrichosis,['C0020555']
DOID:5587,Volkmann contracture,['C0042951']
HP:3000072,Abnormality of levator palpebrae superioris,['C4073279']
DOID:5385,mixed cell adenoma,['C0334323']
DOID:5634,adenosquamous prostate carcinoma,['C1335503']
OMIM:160700,"MYOPIA 2, AUTOSOMAL DOMINANT; MYP2",['C1834531']
OMIM:616389,"NIGHT BLINDNESS, CONGENITAL STATIONARY, TYPE 1G; CSNB1G",['C4225345']
HP:0100425,Broad middle phalanx of the 3rd toe,['C4022102']
HP:0003607,4-Hydroxyphenylacetic aciduria,['C1848680']
OMIM:105805,ANEURYSM OF INTERVENTRICULAR SEPTUM,['C1387721']
HP:0001334,Communicating hydrocephalus,['C0009451']
OMIM:600159,PTERYGIUM COLLI AND MENTAL RETARDATION WITH FACIAL AND DIGITAL ANOMALIES,['C1838562']
HP:0000705,Amelogenesis imperfecta,['C0002452']
DOID:0050043,Israeli tick typhus,"['C0240069', 'C0242137', 'C0240069']"
OMIM:250410,RETINITIS PIGMENTOSA WITH OR WITHOUT SKELETAL ANOMALIES; RPSKA,['C1855188']
OMIM:610245,SPINOCEREBELLAR ATAXIA 23; SCA23,"['C1853250', 'C2991901']"
DOID:12070,Dieulafoy lesion,['C1135229']
HP:0001671,Abnormality of the cardiac septa,['C0018816']
HP:0003855,Spurred metaphyses of the upper limbs,['C4025550']
DOID:14179,Bruton-type agammaglobulinemia,['C0221026']
DOID:8611,drug induced sleep disorder,"['C1456292', 'C1456292']"
OMIM:105600,"ANEMIA, CONGENITAL DYSERYTHROPOIETIC, TYPE III; CDAN3",['C0271934']
DOID:4719,bone giant cell sarcoma,['C0334552']
HP:0005557,Abnormality of the zygomatic arch,['C4025179']
DOID:5409,lung small cell carcinoma,['C0149925']
HP:0002863,Myelodysplasia,"['C3463824', 'C1851971']"
HP:0008455,Dysplastic sacrum,['C1851305']
OMIM:147421,INCLUSION BODY MYOSITIS,['C0238190']
OMIM:146500,"MULTIPLE SYSTEM ATROPHY 1, SUSCEPTIBILITY TO; MSA1",['C3714927']
HP:0100016,Abnormality of mesentery morphology,['C4022389']
DOID:2730,epidermolysis bullosa,['C0014527']
HP:0009547,Broad phalanges of the 2nd finger,['C4021444']
HP:0010744,Absent metatarsal bone,['C4021232']
HP:0030417,Squamous cell carcinoma of the vulva,['C0280856']
OMIM:617039,PATENT DUCTUS ARTERIOSUS 3; PDA3,"['C2992054', 'C4310753']"
OMIM:608097,"PERIVENTRICULAR HETEROTOPIA WITH MICROCEPHALY, AUTOSOMAL RECESSIVE; ARPHM",['C1842563']
DOID:1333,african horse sickness,['C0001748']
DOID:10525,double pterygium,['C0155157']
DOID:3458,breast adenocarcinoma,['C0858252']
DOID:4955,central nervous system melanocytic neoplasm,"['C0349623', 'C1332887']"
HP:0012580,Calcium phosphate nephrolithiasis,['C3671880']
OMIM:613779,"COMPLEMENT COMPONENT 3 DEFICIENCY, AUTOSOMAL RECESSIVE; C3D",['C3151071']
OMIM:145200,HYPERPIGMENTATION OF FULDAUER AND KUIJPERS,['C1840393']
OMIM:614745,"BLOOD GROUP, JOHN MILTON HAGEN SYSTEM; JMH",['C3553633']
DOID:3166,obsolete leukemoid reaction,"['C0521120', 'C0023501']"
OMIM:601216,DENTAL ANOMALIES AND SHORT STATURE; DASS,['C1832594']
OMIM:110100,"BLEPHAROPHIMOSIS, PTOSIS, AND EPICANTHUS INVERSUS; BPES","['C1862260', 'C0220663', 'C1862261']"
DOID:7615,sarcomatosis,['C0334451']
DOID:0080077,hypophosphatemic nephrolithiasis/osteoporosis 1,"['C0085682', 'C0029456', 'C0403720', 'C0392525']"
HP:0002487,Hyperkinesis,"['C0037763', 'C0424295']"
HP:0005150,Abnormal atrioventricular conduction,['C4025244']
OMIM:300324,"MENTAL RETARDATION, X-LINKED 53; MRX53","['C1845889', 'C1662112']"
HP:0010682,Elevated placental alkaline phosphatase,['C4023743']
HP:0011001,Increased bone mineral density,['C0029464']
HP:0001274,Agenesis of corpus callosum,['C0175754']
DOID:0080014,chromosomal disease,['C0008626']
DOID:0060102,cartilage cancer,"['C0476147', 'C0007301', 'C0006826']"
HP:0009313,Patchy sclerosis of the proximal phalanx of the 4th finger,['C4024449']
OMIM:162260,"NEUROFIBROMATOSIS, TYPE III, MIXED CENTRAL AND PERIPHERAL; NF3A",['C2931480']
HP:0031385,Megakaryocyte nucleus hypolobulation,['C0025166']
DOID:587,tuberculous lung cavity,"['C0041296', 'C0878624', 'C0878624']"
HP:0011229,Broad eyebrow,['C1856121']
DOID:5104,testicular infarct,['C0392041']
OMIM:605805,"DERMATITIS, ATOPIC, 4; ATOD4",['C1853963']
HP:0009557,Aplasia/Hypoplasia of the distal phalanx of the 2nd finger,['C4024294']
OMIM:613950,SCHIZOPHRENIA 15; SCZD15,['C3151380']
HP:0004484,Craniofacial asymmetry,['C4025320']
DOID:10955,strongyloidiasis,['C0038463']
DOID:5502,lice infestation,['C0030756']
HP:0004799,Jejunoileal diverticula,['C4025290']
DOID:1667,peripheral enthesopathy,['C0457623']
HP:0011430,Hypoplasia of fetal nasal bone,['C4023363']
DOID:0080129,mitochondrial DNA depletion syndrome 11,"['C3554462', 'C0012929', 'C0333668', 'C0039082']"
OMIM:617719,"EPIPHYSEAL DYSPLASIA, MULTIPLE, 7; EDM7","['C0392476', 'C0439064']"
HP:0011067,Mesiodens,"['C0266030', 'C0040457', 'C4280340']"
OMIM:238350,HYPERLEXIA,['C1855928']
OMIM:170390,ANDERSEN CARDIODYSRHYTHMIC PERIODIC PARALYSIS,['C1563715']
OMIM:304340,PETTIGREW SYNDROME; PGS,['C0796254']
HP:0011710,Bundle branch block,['C0006384']
DOID:3925,steroid lipomatosis,['C1336506']
OMIM:612575,MEAN PLATELET VOLUME QUANTITATIVE TRAIT LOCUS 3; MPVQTL3,['C2675493']
DOID:10925,catatonic schizophrenia,['C0036344']
HP:0000293,Full cheeks,"['C4280647', 'C2748653', 'C4280648', 'C1866231', 'C3806443']"
DOID:9521,Laron syndrome,['C0271568']
OMIM:615080,ALZHEIMER DISEASE 17; AD17,['C3554452']
OMIM:203450,ALEXANDER DISEASE; ALXDRD,['C0270726']
DOID:10612,allergic urticaria,['C0149526']
DOID:13189,gout,"['C0018099', 'C0003868']"
HP:0000719,Inappropriate behavior,['C0233522']
HP:0006516,Hypersensitivity pneumonitis,['C0002390']
HP:0011721,Infracardiac total anomalous pulmonary venous connection,['C4021129']
HP:0009852,Broad proximal phalanges of the hand,['C4024181']
DOID:3208,sensation disorder,['C0036659']
DOID:0110737,neurodegeneration with brain iron accumulation 3,['C1853578']
OMIM:218350,CRANIOFACIAL DYSSYNOSTOSIS WITH SHORT STATURE,['C1857511']
HP:0009230,Osteolytic defects of the proximal phalanx of the 5th finger,['C4024514']
OMIM:175850,"POROKERATOSIS 2, PALMAR, PLANTAR, AND DISSEMINATED TYPE; POROK2",['C0162838']
OMIM:616140,"LEUKODYSTROPHY, HYPOMYELINATING, 9; HLD9",['C4015323']
DOID:0110229,cataract 6 multiple types,"['C0086543', 'C0439064', 'C0332307']"
HP:0008311,Spinal cord posterior columns myelin loss,['C4024706']
HP:0004247,Small scaphoid,['C4025394']
DOID:5866,juxtacortical chondrosarcoma,['C0334549']
OMIM:616052,"MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (LIMB-GIRDLE), TYPE C, 7; MDDGC7",['C4015095']
DOID:7344,anaplastic brainstem astrocytoma,['C1332279']
DOID:104,bacterial infectious disease,['C0004623']
DOID:8768,nodular lymphoma involving spleen,"['C0024301', 'C0037993']"
HP:0011581,Double outlet left ventricle,['C0265809']
HP:0001155,Abnormality of the hand,['C0018564']
HP:0040070,Abnormality of upper limb bone,['C4022454']
OMIM:122550,CORTICOSTERONE SIDE-CHAIN ISOMERASE; CSCI,['C1852526']
DOID:0050828,artery disease,"['C0852949', 'C0264951']"
OMIM:266140,"PYROPOIKILOCYTOSIS, HEREDITARY; HPP",['C0520739']
DOID:8438,afferent loop syndrome,['C0001727']
HP:0009494,Ivory epiphyses of the 2nd finger,['C4024331']
OMIM:133200,ERYTHROKERATODERMIA VARIABILIS ET PROGRESSIVA 1; EKVP1,"['C1851479', 'C0265961', 'C1851480']"
HP:0004315,IgG deficiency,['C0162539']
HP:0009755,Ankyloblepharon,"['C1302999', 'C0339182']"
OMIM:300710,"ALOPECIA, ANDROGENETIC, 2; AGA2",['C2678038']
DOID:0060143,integrative agnosia,['C0001816']
HP:0012556,Hyperbetaalaninemia,['C4021080']
HP:0000508,Ptosis,['C0005745']
DOID:2828,acalculous cholecystitis,['C0267841']
OMIM:167100,"HYPERTROPHIC OSTEOARTHROPATHY, PRIMARY, AUTOSOMAL DOMINANT; PHOAD",['C2674695']
OMIM:147610,"IRIS PIGMENT LAYER, CLEAVAGE OF",['C1840140']
DOID:0110471,autosomal recessive nonsyndromic deafness 16,"['C2677304', 'C1415078', 'C0596142', 'C0011053']"
OMIM:610655,"TELANGIECTASIA, HEREDITARY HEMORRHAGIC, TYPE 4; HHT4",['C1857688']
OMIM:182960,"NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE I; HMN1",['C1866784']
HP:0002472,Small cerebral cortex,['C1837503']
HP:0000134,Female hypogonadism,['C0271578']
HP:0009328,Pseudoepiphysis of the middle phalanx of the 3rd finger,['C4021491']
HP:0002003,Large forehead,"['C1839783', 'C4280584', 'C4280583']"
OMIM:611572,OTOSCLEROSIS 7; OTSC7,['C1969044']
DOID:0080193,superior semicircular canal dehiscence,"['C1269585', 'C0149663', 'C0930833']"
DOID:863,nervous system disease,['C0027765']
HP:0100484,Symphalangism of the proximal phalanx of the 3rd toe with the 3rd metatarsal,['C4022047']
HP:0025521,Increased body fat percentage,['C4476824']
DOID:8872,penis carcinoma in situ,['C0154089']
HP:0031459,Soft tissue neoplasm,['C0037579']
DOID:3710,bladder colloid adenocarcinoma,['C1511193']
OMIM:617439,CRANIOSYNOSTOSIS 7; CRS7,['C4479496']
HP:0004374,Hemiplegia/hemiparesis,['C0375206']
DOID:0090008,immunodeficiency-centromeric instability-facial anomalies syndrome 1,"['C0398788', 'C0398788']"
OMIM:612571,LUNG CANCER SUSCEPTIBILITY 3; LNCR3,['C2675497']
OMIM:164210,HEMIFACIAL MICROSOMIA; HFM,['C3495417']
DOID:13223,uterine fibroid,['C0042133']
DOID:0110651,long QT syndrome 10,"['C2678484', 'C0023976']"
HP:0009696,Triangular epiphyses of the thumb,['C4024231']
OMIM:612591,"COLORECTAL CANCER, SUSCEPTIBILITY TO, 10; CRCS10",['C2675481']
DOID:13554,gonococcal peritonitis,['C0018077']
HP:0012075,Personality disorder,['C0031212']
DOID:0050779,hydrolethalus syndrome,"['C2931104', 'C0039082']"
HP:0009064,Generalized lipodystrophy,['C0221032']
HP:0010166,Fragmentation of the epiphyses of the toes,['C4023993']
OMIM:608415,PROLONGED ELECTRORETINAL RESPONSE SUPPRESSION; PERRS,['C1842073']
HP:0011587,Abnormal branching pattern of the aortic arch,['C4023282']
OMIM:610048,"CORNEAL DYSTROPHY, CONGENITAL STROMAL; CSCD",['C1864738']
DOID:4248,coronary stenosis,['C0242231']
DOID:8426,follicular infundibulum tumor,['C0346006']
HP:0011075,Green teeth,['C4023549']
DOID:13275,rickettsial pneumonia,['C0032307']
HP:0030361,Abnormality of eicosanoid metabolism,['C4072901']
OMIM:613015,"NEUROBLASTOMA, SUSCEPTIBILITY TO, 4; NBLST4",['C2751680']
DOID:0111013,cone-rod dystrophy 3,"['C0035334', 'C0730290']"
HP:0025269,Panic attack,['C0086769']
DOID:0050950,autosomal recessive cerebellar ataxia,"['C0596142', 'C0007758']"
OMIM:231970,"GLUTEAL MUSCLES, ABSENCE OF",['C1856398']
DOID:7207,lung combined large cell neuroendocrine carcinoma,['C1333122']
HP:0011458,Abdominal symptom,['C0740651']
OMIM:615752,"POLYMICROGYRIA, BILATERAL PERISYLVIAN, AUTOSOMAL RECESSIVE; BPPR",['C3810405']
HP:0005733,Spinal stenosis with reduced interpedicular distance,['C4021625']
DOID:10547,pyloric antrum cancer,['C0153419']
HP:0003240,Increased phosphoribosylpyrophosphate synthetase,['C4025637']
DOID:18,urinary system disease,['C1335051']
DOID:0110630,Wolfram syndrome 2,"['C1858028', 'C1421502']"
DOID:0110645,long QT syndrome 2,"['C3150943', 'C0023976']"
HP:0007047,Atrophy of the dentate nucleus,['C1857788']
DOID:2651,intraductal papillomatosis,"['C0334377', 'C0334377']"
OMIM:127820,DYSPLASIA EPIPHYSEALIS HEMIMELICA WITH CHONDROMAS AND OSTEOCHONDROMAS,['C1851956']
DOID:6278,ovarian mucinous malignant adenofibroma,"['C2212014', 'C1518722']"
OMIM:613393,BIRBECK GRANULE DEFICIENCY,['C3150657']
HP:0008835,Multicentric femoral head ossification,['C1846447']
DOID:3924,main bronchus cancer,['C0153490']
HP:0011252,Cryptotia,['C2315717']
OMIM:616111,"MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 9; MC3DN9",['C4015253']
HP:0001136,Retinal arteriolar tortuosity,['C1843517']
DOID:14327,gonococcal pericarditis,['C0153226']
DOID:7079,adult cystic teratoma,['C1368888']
DOID:7295,recurrent childhood soft tissue sarcoma,['C0279943']
DOID:14500,fucosidosis,['C0016788']
DOID:2514,meningococcal optic neuritis,['C0152962']
OMIM:188400,DIGEORGE SYNDROME; DGS,"['C0012236', 'C1414025']"
DOID:728,nodular episcleritis,['C0155352']
HP:0012119,Methemoglobinemia,['C0025637']
HP:0011003,Severe Myopia,['C0271183']
DOID:13850,acquired hallux varus,"['C0443345', 'C0439661']"
HP:0025045,Abnormal brain lactate level by MRS,['C4476564']
OMIM:200100,ABETALIPOPROTEINEMIA; ABL,['C0000744']
DOID:4546,pediatric mesenchymal chondrosarcoma,['C1332982']
OMIM:617350,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 52; EIEE52",['C4479236']
OMIM:268310,"ROBINOW SYNDROME, AUTOSOMAL RECESSIVE; RRS",['C1849334']
OMIM:222900,"SUCRASE-ISOMALTASE DEFICIENCY, CONGENITAL; CSID",['C1283620']
OMIM:269300,CRANIOMETADIAPHYSEAL DYSPLASIA; CRMDD,['C0265292']
DOID:6228,peritoneal serous papillary adenocarcinoma,['C1368918']
DOID:4716,malignant gastric germ cell tumor,['C1333769']
HP:0100810,Pointed helix,['C4020951']
OMIM:615612,DEVELOPMENTAL DYSPLASIA OF THE HIP 2; DDH2,['C3715079']
DOID:2676,papillary pseudomucinous cystadenoma,"['C0334363', 'C0334363']"
DOID:5189,epithelial predominant Wilms' tumor,['C0279608']
DOID:7612,childhood intracortical osteosarcoma,['C1332974']
HP:0030519,Congruous heteronymous hemianopia,['C4072998']
OMIM:601803,PALLISTER-KILLIAN SYNDROME; PKS,['C0265449']
OMIM:211890,"CAMPOMELIA, CUMMING TYPE",['C1859371']
HP:0000002,Abnormality of body height,['C4025901']
DOID:0060541,Hermansky-Pudlak syndrome 3,['C1423606']
HP:0010266,Stippling of the epiphyses of the middle phalanges of the hand,['C4023935']
DOID:14768,Saethre-Chotzen syndrome,['C0175699']
DOID:9161,Sezary's disease involving intrapelvic lymph nodes,"['C0036920', 'C0729595', 'C0559769', 'C0024204']"
DOID:6024,selective IgE deficiency disease,['C0398694']
HP:0001065,Striae distensae,['C0152459']
OMIM:300387,"MENTAL RETARDATION, X-LINKED 63; MRX63",['C1845672']
OMIM:271620,SPONDYLOEPIPHYSEAL DYSPLASIA TARDA WITH MENTAL RETARDATION,['C1849053']
HP:0012088,Abnormal urinary odor,['C0278045']
DOID:0050724,PSPH deficiency,"['C1419048', 'C0011155']"
HP:0030723,Congenital megalourethra,['C4280800']
OMIM:608175,"AUTOIMMUNE THYROID DISEASE, SUSCEPTIBILITY TO, 3; AITD3",['C1842444']
DOID:12986,leukostasis,['C0282548']
HP:0100302,Muscle fiber tubuloreticular inclusions,['C4021023']
DOID:1629,breast myofibroblastoma,['C1511320']
HP:0011166,Focal myoclonic seizures,['C4023501']
HP:0009538,Contracture of the distal interphalangeal joint of the 2nd finger,['C4024302']
