subject,predicate,object
biolink:MolecularEntity,biolink:coexists_with,biolink:NamedThing
biolink:NamedThing,biolink:coexists_with,biolink:NamedThing
biolink:Gene,biolink:coexists_with,biolink:NamedThing
biolink:Phenomenon,biolink:coexists_with,biolink:NamedThing
biolink:ChemicalSubstance,biolink:physically_interacts_with,biolink:NamedThing
biolink:Gene,biolink:physically_interacts_with,biolink:NamedThing
biolink:NamedThing,biolink:physically_interacts_with,biolink:NamedThing
biolink:GenomicEntity,biolink:physically_interacts_with,biolink:NamedThing
biolink:MolecularEntity,biolink:physically_interacts_with,biolink:NamedThing
biolink:Device,biolink:has_input,biolink:NamedThing
biolink:PhysiologicalProcess,biolink:affects,biolink:NamedThing
biolink:ChemicalSubstance,biolink:negatively_regulates_entity_to_entity,biolink:NamedThing
biolink:MolecularEntity,biolink:negatively_regulates_entity_to_entity,biolink:NamedThing
biolink:Gene,biolink:positively_regulates_entity_to_entity,biolink:NamedThing
biolink:MolecularEntity,biolink:positively_regulates_entity_to_entity,biolink:NamedThing
biolink:ChemicalSubstance,biolink:positively_regulates_entity_to_entity,biolink:NamedThing
biolink:NamedThing,biolink:positively_regulates_entity_to_entity,biolink:NamedThing
biolink:CellularComponent,biolink:related_to,biolink:ChemicalSubstance
biolink:IndividualOrganism,biolink:precedes,biolink:ChemicalSubstance
biolink:Cell,biolink:negatively_regulates_entity_to_entity,biolink:ChemicalSubstance
biolink:Disease,biolink:close_match,biolink:ChemicalSubstance
biolink:ChemicalSubstance,biolink:has_attribute,biolink:ChemicalSubstance
biolink:DiseaseOrPhenotypicFeature,biolink:precedes,biolink:ChemicalSubstance
biolink:IndividualOrganism,biolink:has_input,biolink:Device
biolink:Procedure,biolink:has_input,biolink:Device
biolink:PhysicalEntity,biolink:close_match,biolink:Device
biolink:MolecularActivity,biolink:subclass_of,biolink:MolecularEntity
biolink:InformationContentEntity,biolink:subclass_of,biolink:MolecularEntity
biolink:NamedThing,biolink:part_of,biolink:ChemicalSubstance
biolink:BiologicalEntity,biolink:subclass_of,biolink:ChemicalSubstance
biolink:Disease,biolink:subclass_of,biolink:ChemicalSubstance
biolink:Protein,biolink:part_of,biolink:ChemicalSubstance
biolink:NamedThing,biolink:occurs_in,biolink:ChemicalSubstance
biolink:Procedure,biolink:affects,biolink:ChemicalSubstance
biolink:BiologicalEntity,biolink:located_in,biolink:MolecularEntity
biolink:Drug,biolink:negatively_regulates_entity_to_entity,biolink:MolecularEntity
biolink:InformationContentEntity,biolink:physically_interacts_with,biolink:ChemicalSubstance
biolink:Drug,biolink:close_match,biolink:IndividualOrganism
biolink:DiseaseOrPhenotypicFeature,biolink:affects,biolink:ChemicalSubstance
biolink:CellularComponent,biolink:positively_regulates_entity_to_entity,biolink:ChemicalSubstance
biolink:PopulationOfIndividualOrganisms,biolink:negatively_regulates_entity_to_entity,biolink:ChemicalSubstance
biolink:PathologicalProcess,biolink:subclass_of,biolink:ChemicalSubstance
biolink:NamedThing,biolink:located_in,biolink:ChemicalSubstance
biolink:BiologicalEntity,biolink:subclass_of,biolink:MolecularEntity
biolink:BiologicalEntity,biolink:close_match,biolink:MolecularEntity
biolink:IndividualOrganism,biolink:affects,biolink:MolecularEntity
biolink:Procedure,biolink:physically_interacts_with,biolink:MolecularEntity
biolink:GenomicEntity,biolink:close_match,biolink:GenomicEntity
biolink:NamedThing,biolink:close_match,biolink:GenomicEntity
biolink:GenomicEntity,biolink:affects,biolink:MolecularEntity
biolink:Procedure,biolink:close_match,biolink:Procedure
biolink:Procedure,biolink:related_to,biolink:Procedure
biolink:ClinicalIntervention,biolink:close_match,biolink:Procedure
biolink:ChemicalSubstance,biolink:related_to,biolink:Procedure
biolink:Procedure,biolink:precedes,biolink:Procedure
biolink:Procedure,biolink:subclass_of,biolink:Procedure
biolink:Device,biolink:related_to,biolink:Procedure
biolink:Procedure,biolink:coexists_with,biolink:Procedure
biolink:Procedure,biolink:has_input,biolink:Procedure
biolink:Disease,biolink:related_to,biolink:NamedThing
biolink:Procedure,biolink:close_match,biolink:NamedThing
biolink:NamedThing,biolink:subclass_of,biolink:Procedure
biolink:NamedThing,biolink:close_match,biolink:Procedure
biolink:GrossAnatomicalStructure,biolink:positively_regulates_entity_to_entity,biolink:ChemicalSubstance
biolink:BiologicalEntity,biolink:close_match,biolink:NamedThing
biolink:BiologicalEntity,biolink:close_match,biolink:IndividualOrganism
biolink:InformationContentEntity,biolink:part_of,biolink:IndividualOrganism
biolink:PathologicalProcess,biolink:part_of,biolink:IndividualOrganism
biolink:GrossAnatomicalStructure,biolink:part_of,biolink:IndividualOrganism
biolink:CellularComponent,biolink:part_of,biolink:IndividualOrganism
biolink:Cell,biolink:part_of,biolink:IndividualOrganism
biolink:IndividualOrganism,biolink:physically_interacts_with,biolink:IndividualOrganism
biolink:PhysiologicalProcess,biolink:occurs_in,biolink:IndividualOrganism
biolink:Disease,biolink:affects,biolink:IndividualOrganism
biolink:PathologicalProcess,biolink:affects,biolink:IndividualOrganism
biolink:PhysiologicalProcess,biolink:affects,biolink:IndividualOrganism
biolink:MolecularEntity,biolink:affects,biolink:IndividualOrganism
biolink:BiologicalProcessOrActivity,biolink:affects,biolink:IndividualOrganism
biolink:Phenomenon,biolink:affects,biolink:IndividualOrganism
biolink:ChemicalSubstance,biolink:close_match,biolink:Protein
biolink:Drug,biolink:close_match,biolink:Protein
biolink:MolecularEntity,biolink:related_to,biolink:Protein
biolink:PathologicalProcess,biolink:related_to,biolink:Protein
biolink:Procedure,biolink:related_to,biolink:Protein
biolink:MolecularEntity,biolink:part_of,biolink:Protein
biolink:ChemicalSubstance,biolink:part_of,biolink:Protein
biolink:MolecularEntity,biolink:coexists_with,biolink:Protein
biolink:ChemicalSubstance,biolink:coexists_with,biolink:Protein
biolink:PhysiologicalProcess,biolink:located_in,biolink:Protein
biolink:Cell,biolink:physically_interacts_with,biolink:Protein
biolink:ChemicalSubstance,biolink:physically_interacts_with,biolink:Protein
biolink:MolecularEntity,biolink:physically_interacts_with,biolink:Protein
biolink:GenomicEntity,biolink:physically_interacts_with,biolink:Protein
biolink:Procedure,biolink:quantifier_qualifier,biolink:Protein
biolink:Procedure,biolink:has_input,biolink:Protein
biolink:MolecularEntity,biolink:produces,biolink:Protein
biolink:Cell,biolink:produces,biolink:Protein
biolink:MolecularEntity,biolink:negatively_regulates_entity_to_entity,biolink:Protein
biolink:ChemicalSubstance,biolink:negatively_regulates_entity_to_entity,biolink:Protein
biolink:MolecularEntity,biolink:positively_regulates_entity_to_entity,biolink:Protein
biolink:GenomicEntity,biolink:positively_regulates_entity_to_entity,biolink:Protein
biolink:ChemicalSubstance,biolink:positively_regulates_entity_to_entity,biolink:Protein
biolink:NamedThing,biolink:positively_regulates_entity_to_entity,biolink:Protein
biolink:Gene,biolink:positively_regulates_entity_to_entity,biolink:Protein
biolink:CellularComponent,biolink:negatively_regulates_entity_to_entity,biolink:MolecularEntity
biolink:MolecularActivity,biolink:negatively_regulates_entity_to_entity,biolink:MolecularEntity
biolink:PhysiologicalProcess,biolink:quantifier_qualifier,biolink:MolecularEntity
biolink:MolecularActivity,biolink:close_match,biolink:MolecularEntity
biolink:Drug,biolink:has_input,biolink:MolecularEntity
biolink:Drug,biolink:physically_interacts_with,biolink:MolecularEntity
biolink:PhysiologicalProcess,biolink:subclass_of,biolink:MolecularEntity
biolink:DiseaseOrPhenotypicFeature,biolink:affects,biolink:MolecularEntity
biolink:MolecularActivity,biolink:precedes,biolink:ChemicalSubstance
biolink:InformationContentEntity,biolink:close_match,biolink:ChemicalSubstance
biolink:Device,biolink:physically_interacts_with,biolink:MolecularEntity
biolink:DiseaseOrPhenotypicFeature,biolink:occurs_in,biolink:MolecularEntity
biolink:Protein,biolink:affects,biolink:MolecularEntity
biolink:Device,biolink:subclass_of,biolink:Device
biolink:Device,biolink:close_match,biolink:Device
biolink:ChemicalSubstance,biolink:close_match,biolink:Device
biolink:Device,biolink:related_to,biolink:Device
biolink:Procedure,biolink:related_to,biolink:Device
biolink:MolecularEntity,biolink:related_to,biolink:Device
biolink:ChemicalSubstance,biolink:related_to,biolink:Device
biolink:Device,biolink:has_input,biolink:Device
biolink:Disease,biolink:precedes,biolink:ChemicalSubstance
biolink:Procedure,biolink:close_match,biolink:DiseaseOrPhenotypicFeature
biolink:MolecularEntity,biolink:related_to,biolink:Procedure
biolink:BiologicalEntity,biolink:close_match,biolink:BiologicalEntity
biolink:Device,biolink:positively_regulates_entity_to_entity,biolink:ChemicalSubstance
biolink:MolecularActivity,biolink:located_in,biolink:ChemicalSubstance
biolink:Cell,biolink:positively_regulates_entity_to_entity,biolink:MolecularEntity
biolink:AnatomicalEntity,biolink:related_to,biolink:Procedure
biolink:InformationContentEntity,biolink:related_to,biolink:NamedThing
biolink:Agent,biolink:close_match,biolink:Procedure
biolink:Phenomenon,biolink:close_match,biolink:Procedure
biolink:PhysiologicalProcess,biolink:related_to,biolink:Procedure
biolink:InformationContentEntity,biolink:related_to,biolink:Procedure
biolink:GrossAnatomicalStructure,biolink:related_to,biolink:Procedure
biolink:NamedThing,biolink:precedes,biolink:Procedure
biolink:ChemicalSubstance,biolink:precedes,biolink:Procedure
biolink:MolecularEntity,biolink:precedes,biolink:Procedure
biolink:DiseaseOrPhenotypicFeature,biolink:precedes,biolink:Procedure
biolink:Activity,biolink:has_input,biolink:Procedure
biolink:NamedThing,biolink:has_input,biolink:Procedure
biolink:Disease,biolink:causes,biolink:Procedure
biolink:Phenomenon,biolink:related_to,biolink:Procedure
biolink:Disease,biolink:related_to,biolink:Procedure
biolink:NamedThing,biolink:related_to,biolink:Procedure
biolink:PhysiologicalProcess,biolink:coexists_with,biolink:Procedure
biolink:Activity,biolink:positively_regulates_entity_to_entity,biolink:Procedure
biolink:DiseaseOrPhenotypicFeature,biolink:related_to,biolink:Procedure
biolink:NamedThing,biolink:subclass_of,biolink:IndividualOrganism
biolink:OrganismTaxon,biolink:close_match,biolink:IndividualOrganism
biolink:Disease,biolink:related_to,biolink:IndividualOrganism
biolink:PathologicalProcess,biolink:related_to,biolink:IndividualOrganism
biolink:DiseaseOrPhenotypicFeature,biolink:related_to,biolink:IndividualOrganism
biolink:IndividualOrganism,biolink:related_to,biolink:IndividualOrganism
biolink:MolecularEntity,biolink:part_of,biolink:IndividualOrganism
biolink:GenomicEntity,biolink:part_of,biolink:IndividualOrganism
biolink:Protein,biolink:part_of,biolink:IndividualOrganism
biolink:ChemicalSubstance,biolink:part_of,biolink:IndividualOrganism
biolink:NamedThing,biolink:part_of,biolink:IndividualOrganism
biolink:Gene,biolink:part_of,biolink:IndividualOrganism
biolink:Disease,biolink:part_of,biolink:IndividualOrganism
biolink:IndividualOrganism,biolink:part_of,biolink:IndividualOrganism
biolink:AnatomicalEntity,biolink:part_of,biolink:IndividualOrganism
biolink:IndividualOrganism,biolink:located_in,biolink:IndividualOrganism
biolink:MolecularEntity,biolink:physically_interacts_with,biolink:IndividualOrganism
biolink:Gene,biolink:physically_interacts_with,biolink:IndividualOrganism
biolink:GenomicEntity,biolink:physically_interacts_with,biolink:IndividualOrganism
biolink:DiseaseOrPhenotypicFeature,biolink:physically_interacts_with,biolink:IndividualOrganism
biolink:NamedThing,biolink:physically_interacts_with,biolink:IndividualOrganism
biolink:NamedThing,biolink:occurs_in,biolink:IndividualOrganism
biolink:DiseaseOrPhenotypicFeature,biolink:occurs_in,biolink:IndividualOrganism
biolink:MolecularActivity,biolink:affects,biolink:IndividualOrganism
biolink:DiseaseOrPhenotypicFeature,biolink:affects,biolink:IndividualOrganism
biolink:NamedThing,biolink:affects,biolink:IndividualOrganism
biolink:ChemicalSubstance,biolink:treats,biolink:IndividualOrganism
biolink:Procedure,biolink:treats,biolink:IndividualOrganism
biolink:Drug,biolink:treats,biolink:IndividualOrganism
biolink:MolecularEntity,biolink:treats,biolink:IndividualOrganism
biolink:NamedThing,biolink:treats,biolink:IndividualOrganism
biolink:Phenomenon,biolink:treats,biolink:IndividualOrganism
biolink:Disease,biolink:physically_interacts_with,biolink:MolecularEntity
biolink:DiseaseOrPhenotypicFeature,biolink:subclass_of,biolink:NamedThing
biolink:DiseaseOrPhenotypicFeature,biolink:related_to,biolink:NamedThing
biolink:Activity,biolink:has_input,biolink:NamedThing
biolink:DiseaseOrPhenotypicFeature,biolink:has_input,biolink:NamedThing
biolink:NamedThing,biolink:has_input,biolink:NamedThing
biolink:IndividualOrganism,biolink:negatively_regulates_entity_to_entity,biolink:ChemicalSubstance
biolink:Agent,biolink:related_to,biolink:ChemicalSubstance
biolink:Phenomenon,biolink:subclass_of,biolink:MolecularEntity
biolink:BiologicalEntity,biolink:subclass_of,biolink:Cell
biolink:Cell,biolink:subclass_of,biolink:Cell
biolink:AnatomicalEntity,biolink:close_match,biolink:Cell
biolink:Cell,biolink:close_match,biolink:Cell
biolink:Procedure,biolink:close_match,biolink:Cell
biolink:PhysiologicalProcess,biolink:related_to,biolink:Cell
biolink:Cell,biolink:related_to,biolink:Cell
biolink:MolecularEntity,biolink:related_to,biolink:Cell
biolink:InformationContentEntity,biolink:related_to,biolink:Cell
biolink:AnatomicalEntity,biolink:related_to,biolink:Cell
biolink:ChemicalSubstance,biolink:related_to,biolink:Cell
biolink:DiseaseOrPhenotypicFeature,biolink:related_to,biolink:Cell
biolink:Disease,biolink:related_to,biolink:Cell
biolink:Procedure,biolink:related_to,biolink:Cell
biolink:MolecularEntity,biolink:part_of,biolink:Cell
biolink:ChemicalSubstance,biolink:part_of,biolink:Cell
biolink:Gene,biolink:part_of,biolink:Cell
biolink:Protein,biolink:part_of,biolink:Cell
biolink:NamedThing,biolink:part_of,biolink:Cell
biolink:GenomicEntity,biolink:part_of,biolink:Cell
biolink:CellularComponent,biolink:part_of,biolink:Cell
biolink:AnatomicalEntity,biolink:part_of,biolink:Cell
biolink:GrossAnatomicalStructure,biolink:part_of,biolink:Cell
biolink:Phenomenon,biolink:part_of,biolink:Cell
biolink:DiseaseOrPhenotypicFeature,biolink:part_of,biolink:Cell
biolink:PhysiologicalProcess,biolink:part_of,biolink:Cell
biolink:IndividualOrganism,biolink:part_of,biolink:Cell
biolink:ChemicalSubstance,biolink:located_in,biolink:Cell
biolink:MolecularEntity,biolink:located_in,biolink:Cell
biolink:GenomicEntity,biolink:located_in,biolink:Cell
biolink:Gene,biolink:located_in,biolink:Cell
biolink:PhysiologicalProcess,biolink:located_in,biolink:Cell
biolink:Protein,biolink:located_in,biolink:Cell
biolink:NamedThing,biolink:located_in,biolink:Cell
biolink:Disease,biolink:located_in,biolink:Cell
biolink:IndividualOrganism,biolink:located_in,biolink:Cell
biolink:AnatomicalEntity,biolink:located_in,biolink:Cell
biolink:Procedure,biolink:located_in,biolink:Cell
biolink:DiseaseOrPhenotypicFeature,biolink:located_in,biolink:Cell
biolink:BiologicalEntity,biolink:located_in,biolink:Cell
biolink:CellularComponent,biolink:located_in,biolink:Cell
biolink:GrossAnatomicalStructure,biolink:located_in,biolink:Cell
biolink:InformationContentEntity,biolink:located_in,biolink:Cell
biolink:Phenomenon,biolink:located_in,biolink:Cell
biolink:MolecularActivity,biolink:located_in,biolink:Cell
biolink:BiologicalProcessOrActivity,biolink:located_in,biolink:Cell
biolink:Activity,biolink:located_in,biolink:Cell
biolink:Cell,biolink:located_in,biolink:Cell
biolink:PathologicalProcess,biolink:located_in,biolink:Cell
biolink:Cell,biolink:physically_interacts_with,biolink:Cell
biolink:MolecularEntity,biolink:physically_interacts_with,biolink:Cell
biolink:Gene,biolink:physically_interacts_with,biolink:Cell
biolink:NamedThing,biolink:physically_interacts_with,biolink:Cell
biolink:Protein,biolink:physically_interacts_with,biolink:Cell
biolink:GenomicEntity,biolink:physically_interacts_with,biolink:Cell
biolink:ChemicalSubstance,biolink:physically_interacts_with,biolink:Cell
biolink:Phenomenon,biolink:physically_interacts_with,biolink:Cell
biolink:DiseaseOrPhenotypicFeature,biolink:physically_interacts_with,biolink:Cell
