subject,predicate,object
biolink:Disease,biolink:manifestation_of,biolink:Agent
biolink:DiseaseOrPhenotypicFeature,biolink:manifestation_of,biolink:NamedThing
biolink:DiseaseOrPhenotypicFeature,biolink:manifestation_of,biolink:AdministrativeEntity
biolink:DiseaseOrPhenotypicFeature,biolink:manifestation_of,biolink:Agent
biolink:PhenotypicFeature,biolink:manifestation_of,biolink:NamedThing
biolink:PhenotypicFeature,biolink:manifestation_of,biolink:AdministrativeEntity
biolink:PhenotypicFeature,biolink:manifestation_of,biolink:Agent
biolink:MolecularEntity,biolink:manifestation_of,biolink:NamedThing
biolink:MolecularEntity,biolink:manifestation_of,biolink:AdministrativeEntity
biolink:MolecularEntity,biolink:manifestation_of,biolink:Agent
biolink:GenomicEntity,biolink:manifestation_of,biolink:NamedThing
biolink:GenomicEntity,biolink:manifestation_of,biolink:AdministrativeEntity
biolink:GenomicEntity,biolink:manifestation_of,biolink:Agent
biolink:ChemicalSubstance,biolink:subclass_of,biolink:OntologyClass
biolink:Drug,biolink:subclass_of,biolink:OntologyClass
biolink:MolecularEntity,biolink:subclass_of,biolink:OntologyClass
biolink:PhysicalEntity,biolink:subclass_of,biolink:OntologyClass
biolink:Gene,biolink:subclass_of,biolink:OntologyClass
biolink:GenomicEntity,biolink:subclass_of,biolink:OntologyClass
biolink:Protein,biolink:subclass_of,biolink:OntologyClass
biolink:FoodComponent,biolink:subclass_of,biolink:OntologyClass
biolink:NamedThing,biolink:has_attribute,biolink:OntologyClass
biolink:BiologicalEntity,biolink:has_attribute,biolink:OntologyClass
biolink:ChemicalSubstance,biolink:has_attribute,biolink:OntologyClass
biolink:Drug,biolink:has_attribute,biolink:OntologyClass
biolink:MolecularEntity,biolink:has_attribute,biolink:OntologyClass
biolink:OntologyClass,biolink:subclass_of,biolink:Activity
biolink:NamedThing,biolink:related_to,biolink:Activity
biolink:Activity,biolink:related_to,biolink:NamedThing
biolink:Activity,biolink:related_to,biolink:Activity
biolink:BiologicalEntity,biolink:related_to,biolink:Activity
biolink:MolecularEntity,biolink:related_to,biolink:Activity
biolink:Gene,biolink:related_to,biolink:Activity
biolink:GenomicEntity,biolink:related_to,biolink:Activity
biolink:Protein,biolink:related_to,biolink:Activity
biolink:BiologicalProcess,biolink:related_to,biolink:NamedThing
biolink:BiologicalProcess,biolink:related_to,biolink:Activity
biolink:BiologicalProcessOrActivity,biolink:related_to,biolink:NamedThing
biolink:BiologicalProcessOrActivity,biolink:related_to,biolink:Activity
biolink:PhysiologicalProcess,biolink:related_to,biolink:NamedThing
biolink:PhysiologicalProcess,biolink:related_to,biolink:Activity
biolink:NamedThing,biolink:has_input,biolink:NamedThing
biolink:NamedThing,biolink:has_input,biolink:Activity
biolink:BiologicalEntity,biolink:has_input,biolink:NamedThing
biolink:BiologicalEntity,biolink:has_input,biolink:Activity
biolink:BiologicalProcess,biolink:has_input,biolink:NamedThing
biolink:BiologicalProcess,biolink:has_input,biolink:Activity
biolink:BiologicalProcessOrActivity,biolink:has_input,biolink:NamedThing
biolink:BiologicalProcessOrActivity,biolink:has_input,biolink:Activity
biolink:PhysiologicalProcess,biolink:has_input,biolink:NamedThing
biolink:PhysiologicalProcess,biolink:has_input,biolink:Activity
biolink:NamedThing,biolink:has_attribute,biolink:NamedThing
biolink:NamedThing,biolink:has_attribute,biolink:Activity
biolink:BiologicalEntity,biolink:has_attribute,biolink:NamedThing
biolink:BiologicalEntity,biolink:has_attribute,biolink:Activity
biolink:BiologicalProcess,biolink:has_attribute,biolink:NamedThing
biolink:BiologicalProcess,biolink:has_attribute,biolink:Activity
biolink:BiologicalProcessOrActivity,biolink:has_attribute,biolink:NamedThing
biolink:BiologicalProcessOrActivity,biolink:has_attribute,biolink:Activity
biolink:PhysiologicalProcess,biolink:has_attribute,biolink:NamedThing
biolink:PhysiologicalProcess,biolink:has_attribute,biolink:Activity
biolink:NamedThing,biolink:close_match,biolink:OntologyClass
biolink:BiologicalEntity,biolink:close_match,biolink:OntologyClass
biolink:AnatomicalEntity,biolink:close_match,biolink:OntologyClass
biolink:OrganismalEntity,biolink:close_match,biolink:OntologyClass
biolink:Disease,biolink:related_to,biolink:OntologyClass
biolink:DiseaseOrPhenotypicFeature,biolink:related_to,biolink:OntologyClass
biolink:PhenotypicFeature,biolink:related_to,biolink:OntologyClass
biolink:InformationContentEntity,biolink:related_to,biolink:OntologyClass
biolink:AdministrativeEntity,biolink:related_to,biolink:OntologyClass
biolink:Agent,biolink:related_to,biolink:OntologyClass
biolink:NamedThing,biolink:quantifier_qualifier,biolink:OntologyClass
biolink:Procedure,biolink:quantifier_qualifier,biolink:OntologyClass
biolink:AdministrativeEntity,biolink:quantifier_qualifier,biolink:OntologyClass
biolink:Agent,biolink:quantifier_qualifier,biolink:OntologyClass
biolink:BiologicalEntity,biolink:quantifier_qualifier,biolink:OntologyClass
biolink:MolecularEntity,biolink:quantifier_qualifier,biolink:OntologyClass
biolink:Activity,biolink:quantifier_qualifier,biolink:OntologyClass
biolink:OntologyClass,biolink:quantifier_qualifier,biolink:OntologyClass
biolink:Disease,biolink:quantifier_qualifier,biolink:OntologyClass
biolink:DiseaseOrPhenotypicFeature,biolink:quantifier_qualifier,biolink:OntologyClass
biolink:PhenotypicFeature,biolink:quantifier_qualifier,biolink:OntologyClass
biolink:NamedThing,biolink:affects,biolink:OntologyClass
biolink:BiologicalEntity,biolink:affects,biolink:OntologyClass
biolink:MolecularEntity,biolink:affects,biolink:OntologyClass
biolink:Procedure,biolink:affects,biolink:OntologyClass
biolink:Disease,biolink:affects,biolink:OntologyClass
biolink:DiseaseOrPhenotypicFeature,biolink:affects,biolink:OntologyClass
biolink:PhenotypicFeature,biolink:affects,biolink:OntologyClass
biolink:NamedThing,biolink:occurs_in,biolink:OntologyClass
biolink:BiologicalEntity,biolink:occurs_in,biolink:OntologyClass
biolink:BiologicalProcess,biolink:occurs_in,biolink:OntologyClass
biolink:BiologicalProcessOrActivity,biolink:occurs_in,biolink:OntologyClass
biolink:PhysiologicalProcess,biolink:occurs_in,biolink:OntologyClass
biolink:ChemicalSubstance,biolink:related_to,biolink:OntologyClass
biolink:Drug,biolink:related_to,biolink:OntologyClass
biolink:MolecularEntity,biolink:related_to,biolink:OntologyClass
biolink:NamedThing,biolink:has_input,biolink:OntologyClass
biolink:BiologicalEntity,biolink:has_input,biolink:OntologyClass
biolink:BiologicalProcess,biolink:has_input,biolink:OntologyClass
biolink:BiologicalProcessOrActivity,biolink:has_input,biolink:OntologyClass
biolink:PhysiologicalProcess,biolink:has_input,biolink:OntologyClass
biolink:NamedThing,biolink:related_to,biolink:InformationContentEntity
biolink:BiologicalEntity,biolink:related_to,biolink:InformationContentEntity
biolink:ChemicalSubstance,biolink:related_to,biolink:InformationContentEntity
biolink:Drug,biolink:related_to,biolink:InformationContentEntity
biolink:MolecularEntity,biolink:related_to,biolink:InformationContentEntity
biolink:QuantityValue,biolink:close_match,biolink:InformationContentEntity
biolink:QuantityValue,biolink:close_match,biolink:NamedThing
biolink:InformationContentEntity,biolink:related_to,biolink:InformationContentEntity
biolink:InformationContentEntity,biolink:related_to,biolink:NamedThing
biolink:QuantityValue,biolink:subclass_of,biolink:OntologyClass
biolink:Procedure,biolink:subclass_of,biolink:OntologyClass
biolink:NamedThing,biolink:coexists_with,biolink:OntologyClass
biolink:BiologicalEntity,biolink:coexists_with,biolink:OntologyClass
biolink:BiologicalProcess,biolink:coexists_with,biolink:OntologyClass
biolink:BiologicalProcessOrActivity,biolink:coexists_with,biolink:OntologyClass
biolink:PhysiologicalProcess,biolink:coexists_with,biolink:OntologyClass
biolink:ChemicalSubstance,biolink:quantifier_qualifier,biolink:OntologyClass
biolink:Drug,biolink:quantifier_qualifier,biolink:OntologyClass
biolink:AnatomicalEntity,biolink:quantifier_qualifier,biolink:OntologyClass
biolink:OrganismalEntity,biolink:quantifier_qualifier,biolink:OntologyClass
biolink:InformationContentEntity,biolink:quantifier_qualifier,biolink:OntologyClass
biolink:Phenomenon,biolink:quantifier_qualifier,biolink:OntologyClass
biolink:Disease,biolink:occurs_in,biolink:OntologyClass
biolink:DiseaseOrPhenotypicFeature,biolink:occurs_in,biolink:OntologyClass
biolink:PhenotypicFeature,biolink:occurs_in,biolink:OntologyClass
biolink:AnatomicalEntity,biolink:occurs_in,biolink:OntologyClass
biolink:OrganismalEntity,biolink:occurs_in,biolink:OntologyClass
biolink:InformationContentEntity,biolink:occurs_in,biolink:OntologyClass
biolink:Phenomenon,biolink:occurs_in,biolink:OntologyClass
biolink:Procedure,biolink:occurs_in,biolink:OntologyClass
biolink:Activity,biolink:occurs_in,biolink:OntologyClass
biolink:NamedThing,biolink:positively_regulates,biolink:OntologyClass
biolink:BiologicalEntity,biolink:positively_regulates,biolink:OntologyClass
biolink:MolecularEntity,biolink:positively_regulates,biolink:OntologyClass
biolink:OrganismTaxon,biolink:subclass_of,biolink:OntologyClass
biolink:IndividualOrganism,biolink:subclass_of,biolink:OntologyClass
biolink:Activity,biolink:related_to,biolink:OntologyClass
biolink:Procedure,biolink:related_to,biolink:OntologyClass
biolink:MolecularEntity,biolink:coexists_with,biolink:OntologyClass
biolink:ChemicalSubstance,biolink:has_input,biolink:OntologyClass
biolink:Drug,biolink:has_input,biolink:OntologyClass
biolink:MolecularEntity,biolink:has_input,biolink:OntologyClass
biolink:Procedure,biolink:has_input,biolink:OntologyClass
biolink:AdministrativeEntity,biolink:has_input,biolink:OntologyClass
biolink:Agent,biolink:has_input,biolink:OntologyClass
biolink:Disease,biolink:has_input,biolink:OntologyClass
biolink:DiseaseOrPhenotypicFeature,biolink:has_input,biolink:OntologyClass
biolink:PhenotypicFeature,biolink:has_input,biolink:OntologyClass
biolink:Activity,biolink:has_input,biolink:OntologyClass
biolink:InformationContentEntity,biolink:has_input,biolink:OntologyClass
biolink:Phenomenon,biolink:has_input,biolink:OntologyClass
biolink:AnatomicalEntity,biolink:has_input,biolink:OntologyClass
biolink:OrganismalEntity,biolink:has_input,biolink:OntologyClass
biolink:OntologyClass,biolink:part_of,biolink:OntologyClass
biolink:NamedThing,biolink:located_in,biolink:OntologyClass
biolink:BiologicalEntity,biolink:located_in,biolink:OntologyClass
biolink:ChemicalSubstance,biolink:located_in,biolink:OntologyClass
biolink:Drug,biolink:located_in,biolink:OntologyClass
biolink:MolecularEntity,biolink:located_in,biolink:OntologyClass
biolink:AnatomicalEntity,biolink:has_attribute,biolink:OntologyClass
biolink:OrganismalEntity,biolink:has_attribute,biolink:OntologyClass
biolink:Gene,biolink:has_attribute,biolink:OntologyClass
biolink:GenomicEntity,biolink:has_attribute,biolink:OntologyClass
biolink:Protein,biolink:has_attribute,biolink:OntologyClass
biolink:ChemicalSubstance,biolink:close_match,biolink:OntologyClass
biolink:Drug,biolink:close_match,biolink:OntologyClass
biolink:MolecularEntity,biolink:close_match,biolink:OntologyClass
biolink:Procedure,biolink:close_match,biolink:OntologyClass
biolink:NamedThing,biolink:precedes,biolink:OntologyClass
biolink:Procedure,biolink:precedes,biolink:OntologyClass
biolink:Procedure,biolink:has_attribute,biolink:OntologyClass
biolink:NamedThing,biolink:treats,biolink:OntologyClass
biolink:Procedure,biolink:treats,biolink:OntologyClass
biolink:PopulationOfIndividualOrganisms,biolink:subclass_of,biolink:OntologyClass
biolink:NamedThing,biolink:physically_interacts_with,biolink:OntologyClass
biolink:Activity,biolink:physically_interacts_with,biolink:OntologyClass
biolink:BiologicalEntity,biolink:physically_interacts_with,biolink:OntologyClass
biolink:OrganismalEntity,biolink:physically_interacts_with,biolink:OntologyClass
biolink:IndividualOrganism,biolink:physically_interacts_with,biolink:OntologyClass
biolink:AdministrativeEntity,biolink:physically_interacts_with,biolink:OntologyClass
biolink:Agent,biolink:physically_interacts_with,biolink:OntologyClass
biolink:PopulationOfIndividualOrganisms,biolink:physically_interacts_with,biolink:OntologyClass
biolink:OntologyClass,biolink:physically_interacts_with,biolink:OntologyClass
biolink:InformationContentEntity,biolink:affects,biolink:OntologyClass
biolink:BiologicalProcess,biolink:affects,biolink:OntologyClass
biolink:BiologicalProcessOrActivity,biolink:affects,biolink:OntologyClass
biolink:PathologicalProcess,biolink:affects,biolink:OntologyClass
biolink:AnatomicalEntity,biolink:affects,biolink:OntologyClass
biolink:OrganismalEntity,biolink:affects,biolink:OntologyClass
biolink:ChemicalSubstance,biolink:affects,biolink:OntologyClass
biolink:Drug,biolink:affects,biolink:OntologyClass
biolink:AdministrativeEntity,biolink:affects,biolink:OntologyClass
biolink:Agent,biolink:affects,biolink:OntologyClass
biolink:CellularComponent,biolink:affects,biolink:OntologyClass
biolink:PhysiologicalProcess,biolink:affects,biolink:OntologyClass
biolink:Gene,biolink:affects,biolink:OntologyClass
biolink:GenomicEntity,biolink:affects,biolink:OntologyClass
biolink:Protein,biolink:affects,biolink:OntologyClass
biolink:Activity,biolink:affects,biolink:OntologyClass
biolink:GeneFamily,biolink:affects,biolink:OntologyClass
biolink:OntologyClass,biolink:affects,biolink:OntologyClass
biolink:Phenomenon,biolink:affects,biolink:OntologyClass
biolink:Device,biolink:affects,biolink:OntologyClass
biolink:NamedThing,biolink:part_of,biolink:OntologyClass
biolink:BiologicalEntity,biolink:part_of,biolink:OntologyClass
biolink:AnatomicalEntity,biolink:part_of,biolink:OntologyClass
biolink:OrganismalEntity,biolink:part_of,biolink:OntologyClass
biolink:MolecularEntity,biolink:part_of,biolink:OntologyClass
biolink:ChemicalSubstance,biolink:part_of,biolink:OntologyClass
biolink:Drug,biolink:part_of,biolink:OntologyClass
biolink:Phenomenon,biolink:part_of,biolink:OntologyClass
biolink:Disease,biolink:part_of,biolink:OntologyClass
biolink:DiseaseOrPhenotypicFeature,biolink:part_of,biolink:OntologyClass
biolink:PhenotypicFeature,biolink:part_of,biolink:OntologyClass
biolink:GenomicEntity,biolink:part_of,biolink:OntologyClass
biolink:Gene,biolink:part_of,biolink:OntologyClass
biolink:Protein,biolink:part_of,biolink:OntologyClass
biolink:CellularComponent,biolink:part_of,biolink:OntologyClass
biolink:IndividualOrganism,biolink:part_of,biolink:OntologyClass
biolink:GrossAnatomicalStructure,biolink:part_of,biolink:OntologyClass
biolink:Cell,biolink:part_of,biolink:OntologyClass
biolink:GeneFamily,biolink:part_of,biolink:OntologyClass
biolink:RNAProduct,biolink:part_of,biolink:OntologyClass
biolink:Transcript,biolink:part_of,biolink:OntologyClass
biolink:Procedure,biolink:part_of,biolink:OntologyClass
biolink:GenomicEntity,biolink:located_in,biolink:OntologyClass
biolink:Gene,biolink:located_in,biolink:OntologyClass
biolink:Protein,biolink:located_in,biolink:OntologyClass
biolink:AnatomicalEntity,biolink:located_in,biolink:OntologyClass
biolink:OrganismalEntity,biolink:located_in,biolink:OntologyClass
biolink:Phenomenon,biolink:located_in,biolink:OntologyClass
biolink:Disease,biolink:located_in,biolink:OntologyClass
biolink:DiseaseOrPhenotypicFeature,biolink:located_in,biolink:OntologyClass
biolink:PhenotypicFeature,biolink:located_in,biolink:OntologyClass
biolink:GeneFamily,biolink:located_in,biolink:OntologyClass
biolink:AdministrativeEntity,biolink:located_in,biolink:OntologyClass
biolink:Agent,biolink:located_in,biolink:OntologyClass
biolink:CellularComponent,biolink:located_in,biolink:OntologyClass
biolink:Procedure,biolink:located_in,biolink:OntologyClass
biolink:OntologyClass,biolink:located_in,biolink:OntologyClass
biolink:GrossAnatomicalStructure,biolink:located_in,biolink:OntologyClass
biolink:Device,biolink:located_in,biolink:OntologyClass
biolink:OrganismTaxon,biolink:located_in,biolink:OntologyClass
biolink:InformationContentEntity,biolink:located_in,biolink:OntologyClass
biolink:RNAProduct,biolink:located_in,biolink:OntologyClass
biolink:Transcript,biolink:located_in,biolink:OntologyClass
biolink:BiologicalProcess,biolink:located_in,biolink:OntologyClass
biolink:BiologicalProcessOrActivity,biolink:located_in,biolink:OntologyClass
biolink:PathologicalProcess,biolink:located_in,biolink:OntologyClass
biolink:PhysiologicalProcess,biolink:located_in,biolink:OntologyClass
biolink:Metabolite,biolink:located_in,biolink:OntologyClass
biolink:OrganismTaxon,biolink:occurs_in,biolink:OntologyClass
biolink:MolecularActivity,biolink:occurs_in,biolink:OntologyClass
biolink:PopulationOfIndividualOrganisms,biolink:occurs_in,biolink:OntologyClass
biolink:PathologicalProcess,biolink:occurs_in,biolink:OntologyClass
biolink:MolecularEntity,biolink:occurs_in,biolink:OntologyClass
biolink:GenomicEntity,biolink:occurs_in,biolink:OntologyClass
biolink:OntologyClass,biolink:occurs_in,biolink:OntologyClass
biolink:AdministrativeEntity,biolink:occurs_in,biolink:OntologyClass
